Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,AER,Source
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,40000,,Online,,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,39999,Online,,Fixed,0.10%,0.10%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond,500,,Offline,12,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate Bond,500,,Offline,24,Fixed,0.55%,0.55%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Current Account,20000,,Offline,,Fixed,1.49%,1.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Select Current Account,20000,,Offline,,Fixed,1.49%,1.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,2000000,Online,,Fixed,0.25%,0.25%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver for 1|2|3  Issue 15,1,2000000,Online,,Fixed,0.25%,0.25%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver Issue 15,1,2000000,Online,,Fixed,0.15%,0.15%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate ISA (123),500,,Offline,24,Fixed,0.80%,0.80%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA 123 Customer,1,,Online,,Fixed,0.60%,0.60%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate ISA ,500,,Offline,24,Fixed,0.55%,0.55%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA Issue 3,1,,Online,,Fixed,0.35%,0.35%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate Bond,500,2000000,Offline,36,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1|2|3 2 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.80%,0.80%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1|2|3 1 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.70%,0.70%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate Bond,500,2000000,Online,24,Fixed,0.55%,0.55%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.50%,0.50%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eISA (Issue 4),500,,Offline,,Fixed,0.60%,0.60%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA (Issue 4),500,,Offline,,Fixed,0.35%,0.35%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,39999,Offline,,Fixed,0.10%,0.10%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Mini Current Account,30000,200000,Offline,,Fixed,3.00%,3.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Student Current Account,30000,200000,Offline,,Fixed,3.00%,3.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,123 Current Account,20,,Offline,,Fixed,1.50%,1.50%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,123 Lite Current Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Everyday Current Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,Santander UK 2 Year Fixed Rate Savings Bond,,,Offline,24,Fixed,0.55%,,uk.deposits.org
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,Britannia 1yr Fixed Rate Bond,1000,,Offline,12,Fixed,0.65%,0.65%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,Britannia 2yr Fixed Rate Bond,1000,,Offline,24,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,36MCDF,Britannia 3yr Fixed Rate Bond,1000,,Offline,36,Fixed,0.90%,0.90%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Fixed Rate Cash ISA - fixed until 05/04/2019,5000,,Offline,,Fixed,0.80%,0.80%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Fixed Rate Cash ISA - fixed until 05/04/2020,5000,,Offline,,Fixed,0.90%,0.90%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Select Access Saver 8,1,,Offline,,Fixed,0.60%,0.60%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Select Access Saver 8,1,,Offline,,Fixed,0.10%,0.10%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Cash ISA,1,,Offline,,Fixed,0.46%,0.46%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank The Co-operative Membership Savings,1,,Offline,,Fixed,0.25%,0.25%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,5000,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,1000,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,1,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Online Cash ISA,1,,Online,,Fixed,0.56%,0.56%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Online Saver,1,,Online,,Fixed,0.56%,0.56%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Smart Saver,1,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Current Account,,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Cashminder,,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Smart Saver,1,1000000,Online,,Fixed,0.34%,0.34%,comparethemarket.com
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Online Cash ISA,1,1000000,Online,,Fixed,0.56%,0.56%,comparethemarket.com
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,1,1000000,Online,,Fixed,0.46%,0.46%,comparethemarket.com
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,36MCDF,The Co-operative Bank 3 Year Fixed Rate Bond,,,Offline,36,Fixed,0.90%,,uk.deposits.org
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,ISAs_Cash ISA Saver,1,,Online,,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,ISAs_2 Year Fixed Rate Cash ISA,1,,Online,24,Fixed,1.00%,1.00%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,instant access savings accounts_eSavings,1,,Online,,Fixed,0.45%,0.45%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,instant access savings accounts_Easy Saver,1,,Online,,Fixed,0.40%,0.40%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,fixed term savings_Fixed Bond,2000,,Online,,Fixed,0.80%,0.80%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Current,_MCCF,Classic Plus account,1500,,Online,,Fixed,2.96%,3%,Bank website
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,eSavings,1,,Online,,Fixed,0.45%,0.45%,comparethemarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,,Online,,Fixed,0.40%,0.40%,comparethemarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate Cash ISA,1,,Online,24,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA Saver,1,,Online,,Fixed,0.50%,0.50%,comparethemarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Bond,1,1000000,Online,24,Fixed,0.80%,0.80%,comparethemarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,eSavings,1,9000000,Offline,,Fixed,0.45%,0.45%,moneysupermarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,9000000,Offline,,Fixed,0.40%,0.40%,moneysupermarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA Saver,1,,Offline,,Fixed,0.50%,0.50%,moneysupermarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Current,_MCCF,Classic Plus Account,1,,Offline,,Fixed,3.00%,3.00%,moneysupermarket.com
 2018-04-10,UK,London,TSB,Private,GBP,Bank,Deposits,Current,_MCCF,Classic Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Cash E-ISA Issue 319,20000,,Online,12,Fixed,1.30%,1.30%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23,20000,,Online,,Fixed,1.16%,1.16%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Regular E-Saver Issue 10,250,,Online,,Fixed,2.25%,2.25%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,30000,,Online,,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate E-Bond Issue 313,1000000,,Online,12,Fixed,1.25%,1.25%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate E-Bond Issue 314,1000000,,Online,36,Fixed,1.50%,1.50%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Cash ISA Issue 353,20000,,Offline,12,Fixed,1.30%,1.30%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate Cash ISA Issue 355,20000,,Offline,36,Fixed,1.85%,1.85%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Regular Saver Issue 9,250,,Offline,,Fixed,2.25%,2.25%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond Issue 358,1000000,,Offline,12,Fixed,1.25%,1.25%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate Bond Issue 359,1000000,,Offline,36,Fixed,1.50%,1.50%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Current,_MCCF,Essential Current Account,100000,,Offline,,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Saver Issue 31,1,250000,Online,,Fixed,1.01%,1.01%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,1,30000,Online,,Fixed,0.75%,0.75%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,60MSBF,5 Year Fixed Rate Cash E-ISA Issue 321,1,2000000,Online,60,Fixed,2.05%,2.05%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,60MSBF,5 Year Fixed Rate Cash ISA Issue 356,1,2000000,Offline,60,Fixed,2.05%,2.05%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,36MSBF,3 Year Fixed Rate Cash E-ISA Issue 320,1,2000000,Online,36,Fixed,1.85%,1.85%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,36MSBF,3 Year Fixed Rate Cash ISA Issue 355,1,2000000,Offline,36,Fixed,1.85%,1.85%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate Cash E-ISA Issue 318,1,2000000,Online,24,Fixed,1.56%,1.56%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate Cash ISA Issue 354,1,2000000,Offline,24,Fixed,1.56%,1.56%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,12MSBF,1 Year Fixed Rate Cash E-ISA Issue 319,1,2000000,Online,12,Fixed,1.30%,1.30%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,12MSBF,1 Year Fixed Rate Cash ISA Issue 353,1,2000000,Offline,12,Fixed,1.30%,1.30%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23 (Flexible ISA),1,2000000,Online,,Fixed,1.16%,1.16%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash ISA Issue 23 (Flexible ISA),1,2000000,Online,,Fixed,1.16%,1.16%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate Bond Issue 359,1,1000000,Offline,36,Fixed,1.50%,1.50%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate E-Bond Issue 314,1,1000000,Online,36,Fixed,1.50%,1.50%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond Issue 358,1,1000000,Offline,12,Fixed,1.25%,1.25%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate E-Bond Issue 313,1,1000000,Online,12,Fixed,1.25%,1.25%,comparethemarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Double Take E-Saver Issue 5,1,250000,Offline,,Fixed,1.20%,1.20%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Double Take E-Saver Issue 5,1,250000,Offline,,Fixed,1.20%,1.20%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Saver Issue 31,1,250000,Offline,,Fixed,1.01%,1.01%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Saver Issue 31,1,250000,Offline,,Fixed,1.01%,1.01%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,1,30000,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,1,30000,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil E-Saver Issue 4,1,30000,Offline,,Fixed,0.50%,0.50%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil E-Saver Issue 4,1,30000,Offline,,Fixed,0.50%,0.50%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil Saver Issue 4,1,30000,Offline,,Fixed,0.50%,0.50%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil Saver Issue 4,1,30000,Offline,,Fixed,0.50%,0.50%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23,1,,Offline,,Fixed,1.16%,1.16%,moneysupermarket.com
 2018-04-10,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23,1,,Offline,,Fixed,1.16%,1.16%,moneysupermarket.com
